#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2012 10 20 15 00  73  9.6 999 99.0 9999
2012 10 20 15 10  72  8.1 999 99.0 9999
2012 10 20 15 20  71  7.2 999 99.0 9999
2012 10 20 15 30  78  9.9 999 99.0 9999
2012 10 20 15 40  76 10.1 999 99.0 9999
2012 10 20 15 50  74  9.5  78 13.8 1452
2012 10 20 16 00  77 11.0 999 99.0 9999
2012 10 20 16 10  79  9.2 999 99.0 9999
2012 10 20 16 20  84  9.8 999 99.0 9999
2012 10 20 16 30  81  9.7 999 99.0 9999
2012 10 20 16 40  83  9.8 999 99.0 9999
2012 10 20 16 50  84  9.4  80 13.5 1557
2012 10 20 17 00  81  9.4 999 99.0 9999
2012 10 20 17 10  80  9.2 999 99.0 9999
2012 10 20 17 20  84  9.5 999 99.0 9999
2012 10 20 17 30  81  9.4 999 99.0 9999
2012 10 20 17 40  83  8.8 999 99.0 9999
2012 10 20 17 50  79  9.0  85 11.8 1710
2012 10 20 18 00  76  8.6 999 99.0 9999
2012 10 20 18 10  75  8.7 999 99.0 9999
2012 10 20 18 20  78  9.2 999 99.0 9999
2012 10 20 18 30  82  8.8 999 99.0 9999
2012 10 20 18 40  76  8.8 999 99.0 9999
2012 10 20 18 50  77  8.8  75 11.0 1811
2012 10 20 19 00  74  8.9 999 99.0 9999
2012 10 20 19 10  67  8.5 999 99.0 9999
2012 10 20 19 20  68  8.5 999 99.0 9999
2012 10 20 19 30  70 11.0 999 99.0 9999
2012 10 20 19 40  75  9.7 999 99.0 9999
2012 10 20 19 50  72  7.1  69 13.4 1924
2012 10 20 20 00  73  6.5 999 99.0 9999
2012 10 20 20 10  69  7.9 999 99.0 9999
2012 10 20 20 20  68  8.2 999 99.0 9999
2012 10 20 20 30  83  8.7 999 99.0 9999
2012 10 20 20 40  93  7.7 999 99.0 9999
2012 10 20 20 50  86  6.3  85 11.2 2024
2012 10 20 21 00  76  6.7 999 99.0 9999
2012 10 20 21 10  76  7.6 999 99.0 9999
2012 10 20 21 20  74  7.7 999 99.0 9999
2012 10 20 21 30  74  7.2 999 99.0 9999
2012 10 20 21 40  71  6.8 999 99.0 9999
2012 10 20 21 50  59  6.5  81  9.3 2101
2012 10 20 22 00  58  6.6 999 99.0 9999
2012 10 20 22 10  56  6.9 999 99.0 9999
2012 10 20 22 20  58  7.3 999 99.0 9999
2012 10 20 22 30  60  7.7 999 99.0 9999
2012 10 20 22 40  57  8.0 999 99.0 9999
2012 10 20 22 50  53  8.6  52 10.3 2245
2012 10 20 23 00  48  8.4 999 99.0 9999
2012 10 20 23 10  53  8.4 999 99.0 9999
2012 10 20 23 20  58  8.0 999 99.0 9999
2012 10 20 23 30  58  9.5 999 99.0 9999
2012 10 20 23 40  59  8.7 999 99.0 9999
2012 10 20 23 50  69  7.7  60 12.0 2324
2012 10 21 00 00  71  8.0 999 99.0 9999
2012 10 21 00 10  90  8.3 999 99.0 9999
2012 10 21 00 20  84  5.9 999 99.0 9999
2012 10 21 00 30  85  4.9 999 99.0 9999
2012 10 21 00 40  82  5.6 999 99.0 9999
2012 10 21 00 50  83  6.2  77 10.4 0000
2012 10 21 01 00  81  7.7 999 99.0 9999
2012 10 21 01 10  81  8.0 999 99.0 9999
2012 10 21 01 20  80  7.4 999 99.0 9999
2012 10 21 01 30  80  7.5 999 99.0 9999
2012 10 21 01 40  75  8.4 999 99.0 9999
2012 10 21 01 50  78  9.2  80 11.3 0058
2012 10 21 02 00  87  8.1 999 99.0 9999
2012 10 21 02 10  88  9.2 999 99.0 9999
2012 10 21 02 20  85  8.7 999 99.0 9999
2012 10 21 02 30  83  8.4 999 99.0 9999
2012 10 21 02 40  83  8.3 999 99.0 9999
2012 10 21 02 50  85  8.5  88 11.0 0203
2012 10 21 03 00  86  8.4 999 99.0 9999
2012 10 21 03 10  85  8.2 999 99.0 9999
2012 10 21 03 20  85  8.3 999 99.0 9999
2012 10 21 03 30  87  8.7 999 99.0 9999
2012 10 21 03 40  85  8.8 999 99.0 9999
2012 10 21 03 50  84  8.9  88 11.0 0331
2012 10 21 04 00  84  9.3 999 99.0 9999
2012 10 21 04 10  88  9.1 999 99.0 9999
2012 10 21 04 20  87  9.0 999 99.0 9999
2012 10 21 04 30  86  8.7 999 99.0 9999
2012 10 21 04 40  82  8.9 999 99.0 9999
2012 10 21 04 50  87  8.6  75 11.3 0417
2012 10 21 05 00  88  8.5 999 99.0 9999
2012 10 21 05 10  85  8.5 999 99.0 9999
2012 10 21 05 20  86  8.5 999 99.0 9999
2012 10 21 05 30  83  8.7 999 99.0 9999
2012 10 21 05 40  80  8.4 999 99.0 9999
2012 10 21 05 50  78  8.6  79 10.5 0549
2012 10 21 06 00  79  8.6 999 99.0 9999
2012 10 21 06 10  80  7.9 999 99.0 9999
2012 10 21 06 20  84  8.2 999 99.0 9999
2012 10 21 06 30  82  8.5 999 99.0 9999
2012 10 21 06 40  81  8.2 999 99.0 9999
2012 10 21 06 50  82  8.4  89 10.6 0620
2012 10 21 07 00  81  8.6 999 99.0 9999
2012 10 21 07 10  88  8.5 999 99.0 9999
2012 10 21 07 20  88  8.1 999 99.0 9999
2012 10 21 07 30  87  8.8 999 99.0 9999
2012 10 21 07 40  81  9.4 999 99.0 9999
2012 10 21 07 50  83  9.4  78 11.5 0738
2012 10 21 08 00  83  9.6 999 99.0 9999
2012 10 21 08 10  85  9.6 999 99.0 9999
2012 10 21 08 20  89  9.3 999 99.0 9999
2012 10 21 08 30  86  8.9 999 99.0 9999
2012 10 21 08 40  88  8.8 999 99.0 9999
2012 10 21 08 50  89  8.8  78 11.7 0750
2012 10 21 09 00  87  9.1 999 99.0 9999
2012 10 21 09 10  88  8.8 999 99.0 9999
2012 10 21 09 20  86  8.4 999 99.0 9999
2012 10 21 09 30  85  8.3 999 99.0 9999
2012 10 21 09 40  87  8.0 999 99.0 9999
2012 10 21 09 50  90  8.3  83 10.8 0854
2012 10 21 10 00  87  8.3 999 99.0 9999
2012 10 21 10 10  86  8.4 999 99.0 9999
2012 10 21 10 20  91  8.3 999 99.0 9999
2012 10 21 10 30  87  8.9 999 99.0 9999
2012 10 21 10 40  87  8.6 999 99.0 9999
2012 10 21 10 50  92  8.9  92 10.6 1040
2012 10 21 11 00  87  8.4 999 99.0 9999
2012 10 21 11 10  85  9.0 999 99.0 9999
2012 10 21 11 20  87  8.5 999 99.0 9999
2012 10 21 11 30  87  8.3 999 99.0 9999
2012 10 21 11 40  89  8.3 999 99.0 9999
2012 10 21 11 50  86  8.3  82 10.8 1105
2012 10 21 12 00  89  8.7 999 99.0 9999
2012 10 21 12 10  86  8.3 999 99.0 9999
2012 10 21 12 20  84  8.1 999 99.0 9999
2012 10 21 12 30  82  8.0 999 99.0 9999
2012 10 21 12 40  84  8.2 999 99.0 9999
2012 10 21 12 50  83  8.3  86 10.3 1154
2012 10 21 13 00  84  8.3 999 99.0 9999
2012 10 21 13 10  83  8.7 999 99.0 9999
2012 10 21 13 20  81  8.8 999 99.0 9999
2012 10 21 13 30  83  8.9 999 99.0 9999
2012 10 21 13 40  82  8.7 999 99.0 9999
2012 10 21 13 50  79  8.5  78 10.5 1323
2012 10 21 14 00  81  8.0 999 99.0 9999
2012 10 21 14 10  78  7.8 999 99.0 9999
2012 10 21 14 20  80  7.7 999 99.0 9999
2012 10 21 14 30  77  8.4 999 99.0 9999
2012 10 21 14 40  76  8.0 999 99.0 9999
2012 10 21 14 50  78  7.8  69 10.5 1426
2012 10 21 15 00  88  6.8 999 99.0 9999
2012 10 21 15 10  88  6.8 999 99.0 9999
2012 10 21 15 20  85  6.5 999 99.0 9999
2012 10 21 15 30  80  7.6 999 99.0 9999
2012 10 21 15 40  94  7.3 999 99.0 9999
2012 10 21 15 50  94  7.6  76  9.9 1520
2012 10 21 16 00  94  7.8 999 99.0 9999
2012 10 21 16 10  90  7.5 999 99.0 9999
2012 10 21 16 20  95  7.2 999 99.0 9999
2012 10 21 16 30  95  7.1 999 99.0 9999
2012 10 21 16 40  93  7.2 999 99.0 9999
2012 10 21 16 50  83  7.3  94  9.2 1559
2012 10 21 17 00  77  6.9 999 99.0 9999
2012 10 21 17 10  71  7.4 999 99.0 9999
2012 10 21 17 20  73  7.2 999 99.0 9999
2012 10 21 17 30  74  6.8 999 99.0 9999
2012 10 21 17 40  70  6.8 999 99.0 9999
2012 10 21 17 50  77  7.3  81  9.0 1747
2012 10 21 18 00  78  7.1 999 99.0 9999
2012 10 21 18 10  75  7.5 999 99.0 9999
2012 10 21 18 20  78  7.9 999 99.0 9999
2012 10 21 18 30  79  8.3 999 99.0 9999
2012 10 21 18 40  78  8.3 999 99.0 9999
2012 10 21 18 50  78  8.1  81 10.1 1823
2012 10 21 19 00  79  8.1 999 99.0 9999
2012 10 21 19 10  75  8.2 999 99.0 9999
2012 10 21 19 20  79  8.4 999 99.0 9999
2012 10 21 19 30  79  8.4 999 99.0 9999
2012 10 21 19 40  77  8.4 999 99.0 9999
2012 10 21 19 50  79  8.5  81 10.3 1945
2012 10 21 20 00  80  7.9 999 99.0 9999
2012 10 21 20 10  78  7.4 999 99.0 9999
2012 10 21 20 20  70  7.9 999 99.0 9999
2012 10 21 20 30  73  8.2 999 99.0 9999
2012 10 21 20 40  76  8.1 999 99.0 9999
2012 10 21 20 50  80  7.6  75  9.9 1950
2012 10 21 21 00  80  7.8 999 99.0 9999
2012 10 21 21 10  86  7.2 999 99.0 9999
2012 10 21 21 20  83  7.0 999 99.0 9999
2012 10 21 21 30  81  7.0 999 99.0 9999
2012 10 21 21 40  81  7.1 999 99.0 9999
2012 10 21 21 50  82  6.7  78  9.2 2056
2012 10 21 22 00  79  7.1 999 99.0 9999
2012 10 21 22 10  75  7.1 999 99.0 9999
2012 10 21 22 20  76  6.8 999 99.0 9999
2012 10 21 22 30  76  6.6 999 99.0 9999
2012 10 21 22 40  75  6.4 999 99.0 9999
2012 10 21 22 50  78  6.5  80  8.5 2150
2012 10 21 23 00  79  6.5 999 99.0 9999
2012 10 21 23 10  78  6.6 999 99.0 9999
2012 10 21 23 20  78  6.7 999 99.0 9999
2012 10 21 23 30  78  7.1 999 99.0 9999
2012 10 21 23 40  77  7.0 999 99.0 9999
2012 10 21 23 50  79  7.3  82  8.8 2347
2012 10 22 00 00  79  7.3 999 99.0 9999
2012 10 22 00 10  75  7.6 999 99.0 9999
2012 10 22 00 20  77  7.2 999 99.0 9999
2012 10 22 00 30  78  7.0 999 99.0 9999
2012 10 22 00 40  78  6.7 999 99.0 9999
2012 10 22 00 50  76  6.8  75  9.1 2350
2012 10 22 01 00  75  7.0 999 99.0 9999
2012 10 22 01 10  73  7.1 999 99.0 9999
2012 10 22 01 20  77  7.1 999 99.0 9999
2012 10 22 01 30  74  7.0 999 99.0 9999
2012 10 22 01 40  74  7.3 999 99.0 9999
2012 10 22 01 50  73  7.4  73  8.8 0134
2012 10 22 02 00  74  7.6 999 99.0 9999
2012 10 22 02 10  71  7.5 999 99.0 9999
2012 10 22 02 20  71  7.5 999 99.0 9999
2012 10 22 02 30  70  7.7 999 99.0 9999
2012 10 22 02 40  70  7.9 999 99.0 9999
2012 10 22 02 50  73  8.2  75  9.7 0246
2012 10 22 03 00  69  8.0 999 99.0 9999
2012 10 22 03 10  76  7.5 999 99.0 9999
2012 10 22 03 20  74  7.1 999 99.0 9999
2012 10 22 03 30  76  7.2 999 99.0 9999
2012 10 22 03 40  76  7.7 999 99.0 9999
2012 10 22 03 50  80  8.1  74  9.7 0340
2012 10 22 04 00  81  8.3 999 99.0 9999
2012 10 22 04 10  78  8.1 999 99.0 9999
2012 10 22 04 20  75  8.2 999 99.0 9999
2012 10 22 04 30  76  8.1 999 99.0 9999
2012 10 22 04 40  75  8.2 999 99.0 9999
2012 10 22 04 50  79  7.7  72 10.0 0356
2012 10 22 05 00  78  8.1 999 99.0 9999
2012 10 22 05 10  79  7.7 999 99.0 9999
2012 10 22 05 20  73  7.6 999 99.0 9999
2012 10 22 05 30  78  7.9 999 99.0 9999
2012 10 22 05 40  75  7.8 999 99.0 9999
2012 10 22 05 50  71  7.7  78  9.9 0451
2012 10 22 06 00  76  7.7 999 99.0 9999
2012 10 22 06 10  81  7.4 999 99.0 9999
2012 10 22 06 20  83  7.6 999 99.0 9999
2012 10 22 06 30  77  7.4 999 99.0 9999
2012 10 22 06 40  76  7.5 999 99.0 9999
2012 10 22 06 50  75  7.3  88  9.3 0614
2012 10 22 07 00  74  7.0 999 99.0 9999
2012 10 22 07 10  74  7.1 999 99.0 9999
2012 10 22 07 20  78  7.0 999 99.0 9999
2012 10 22 07 30  77  7.6 999 99.0 9999
2012 10 22 07 40  78  7.3 999 99.0 9999
2012 10 22 07 50  80  7.1  80  9.1 0744
2012 10 22 08 00  80  7.3 999 99.0 9999
2012 10 22 08 10  81  7.4 999 99.0 9999
2012 10 22 08 20  76  7.3 999 99.0 9999
2012 10 22 08 30  80  7.4 999 99.0 9999
2012 10 22 08 40  81  7.6 999 99.0 9999
2012 10 22 08 50  81  7.1  79  9.2 0833
2012 10 22 09 00  79  7.5 999 99.0 9999
2012 10 22 09 10  81  7.4 999 99.0 9999
2012 10 22 09 20  80  7.6 999 99.0 9999
2012 10 22 09 30  80  7.2 999 99.0 9999
2012 10 22 09 40  77  7.3 999 99.0 9999
2012 10 22 09 50  75  7.1  79  9.3 0912
2012 10 22 10 00  78  7.3 999 99.0 9999
2012 10 22 10 10  78  7.7 999 99.0 9999
2012 10 22 10 20  78  8.0 999 99.0 9999
2012 10 22 10 30  75  7.9 999 99.0 9999
2012 10 22 10 40  77  8.1 999 99.0 9999
2012 10 22 10 50  78  8.0  79  9.7 1036
2012 10 22 11 00  81  8.1 999 99.0 9999
2012 10 22 11 10  77  8.1 999 99.0 9999
2012 10 22 11 20  80  8.1 999 99.0 9999
2012 10 22 11 30  79  8.1 999 99.0 9999
2012 10 22 11 40  82  7.4 999 99.0 9999
2012 10 22 11 50  83  8.0  86  9.7 1052
2012 10 22 12 00  82  7.7 999 99.0 9999
2012 10 22 12 10  84  7.8 999 99.0 9999
2012 10 22 12 20  85  7.7 999 99.0 9999
2012 10 22 12 30  81  7.1 999 99.0 9999
2012 10 22 12 40  79  6.5 999 99.0 9999
2012 10 22 12 50  74  6.7  92  9.1 1209
2012 10 22 13 00  74  7.0 999 99.0 9999
2012 10 22 13 10  73  7.2 999 99.0 9999
2012 10 22 13 20  77  7.0 999 99.0 9999
2012 10 22 13 30  76  7.0 999 99.0 9999
2012 10 22 13 40  76  6.6 999 99.0 9999
2012 10 22 13 50  76  6.5  79  8.4 1320
2012 10 22 14 00  75  6.9 999 99.0 9999
2012 10 22 14 10  77  6.9 999 99.0 9999
2012 10 22 14 20  73  7.3 999 99.0 9999
2012 10 22 14 30  75  7.4 999 99.0 9999
2012 10 22 14 40  76  7.6 999 99.0 9999
2012 10 22 14 50  76  7.1  72  9.1 1427
2012 10 22 15 00  73  8.3 999 99.0 9999
2012 10 22 15 10  74  8.5 999 99.0 9999
2012 10 22 15 20 109 10.6 999 99.0 9999
2012 10 22 15 30 115  9.5 999 99.0 9999
2012 10 22 15 40 112  7.6 999 99.0 9999
2012 10 22 15 50 106  5.9 108 12.2 1517
2012 10 22 16 00  92  5.8 999 99.0 9999
2012 10 22 16 10  85  5.9 999 99.0 9999
2012 10 22 16 20  77  7.4 999 99.0 9999
2012 10 22 16 30  60  7.7 999 99.0 9999
2012 10 22 16 40  89  9.0 999 99.0 9999
2012 10 22 16 50  89  9.9  94 11.5 1645
2012 10 22 17 00  88  9.2 999 99.0 9999
2012 10 22 17 10  87  8.2 999 99.0 9999
2012 10 22 17 20  84  8.8 999 99.0 9999
2012 10 22 17 30  83  8.4 999 99.0 9999
2012 10 22 17 40  79  8.3 999 99.0 9999
2012 10 22 17 50  78  8.5  81 11.1 1651
2012 10 22 18 00  78  8.3 999 99.0 9999
2012 10 22 18 10  83  8.3 999 99.0 9999
2012 10 22 18 20  82  7.5 999 99.0 9999
2012 10 22 18 30  81  7.6 999 99.0 9999
2012 10 22 18 40  84  9.1 999 99.0 9999
2012 10 22 18 50  87  9.5  80 12.4 1833
2012 10 22 19 00  83  8.0 999 99.0 9999
2012 10 22 19 10  81  8.4 999 99.0 9999
2012 10 22 19 20  71  7.1 999 99.0 9999
2012 10 22 19 30  73  7.0 999 99.0 9999
2012 10 22 19 40  71  7.0 999 99.0 9999
2012 10 22 19 50  62  7.8  78 10.6 1905
2012 10 22 20 00  73  8.2 999 99.0 9999
2012 10 22 20 10  79  7.5 999 99.0 9999
2012 10 22 20 20  82  7.7 999 99.0 9999
2012 10 22 20 30  86  7.5 999 99.0 9999
2012 10 22 20 40  81  7.5 999 99.0 9999
2012 10 22 20 50  86  7.8  77  9.5 1952
2012 10 22 21 00  84  8.1 999 99.0 9999
2012 10 22 21 10  87  8.4 999 99.0 9999
2012 10 22 21 20  90  9.6 999 99.0 9999
2012 10 22 21 30  88  8.0 999 99.0 9999
2012 10 22 21 40  88  7.5 999 99.0 9999
2012 10 22 21 50  84  8.1  91 12.2 2111
2012 10 22 22 00  82  8.2 999 99.0 9999
2012 10 22 22 10  85  8.0 999 99.0 9999
2012 10 22 22 20  87  8.5 999 99.0 9999
2012 10 22 22 30  88  9.2 999 99.0 9999
2012 10 22 22 40  88  9.4 999 99.0 9999
2012 10 22 22 50  88  9.9  84 11.6 2247
2012 10 22 23 00  89 10.6 999 99.0 9999
2012 10 22 23 10  97 10.4 999 99.0 9999
2012 10 22 23 20  97  9.5 999 99.0 9999
2012 10 22 23 30  90  8.7 999 99.0 9999
2012 10 22 23 40  90  8.0 999 99.0 9999
2012 10 22 23 50  94  8.2  93 12.7 2256
2012 10 23 00 00  90  8.5 999 99.0 9999
2012 10 23 00 10  85  7.7 999 99.0 9999
2012 10 23 00 20  83  7.5 999 99.0 9999
2012 10 23 00 30  80  7.2 999 99.0 9999
2012 10 23 00 40  78  6.8 999 99.0 9999
2012 10 23 00 50  80  7.1  94 10.2 2350
2012 10 23 01 00  81  6.9 999 99.0 9999
2012 10 23 01 10  82  6.5 999 99.0 9999
2012 10 23 01 20  80  5.4 999 99.0 9999
2012 10 23 01 30  91  9.9 999 99.0 9999
2012 10 23 01 40  85  8.7 999 99.0 9999
2012 10 23 01 50  80  8.1  90 12.3 0124
2012 10 23 02 00  77  7.8 999 99.0 9999
2012 10 23 02 10  81  7.7 999 99.0 9999
2012 10 23 02 20  86  8.0 999 99.0 9999
2012 10 23 02 30  86  7.9 999 99.0 9999
2012 10 23 02 40  88  7.3 999 99.0 9999
2012 10 23 02 50  91  8.1  81  9.6 0223
2012 10 23 03 00  89  8.4 999 99.0 9999
2012 10 23 03 10  89  8.8 999 99.0 9999
2012 10 23 03 20  88 10.0 999 99.0 9999
2012 10 23 03 30  89  9.8 999 99.0 9999
2012 10 23 03 40  92  9.2 999 99.0 9999
2012 10 23 03 50  86  8.8  89 12.1 0311
2012 10 23 04 00  83  8.5 999 99.0 9999
2012 10 23 04 10  91  8.6 999 99.0 9999
2012 10 23 04 20  91  8.1 999 99.0 9999
2012 10 23 04 30  91  8.2 999 99.0 9999
2012 10 23 04 40  92  8.7 999 99.0 9999
2012 10 23 04 50  93  8.4  93 10.3 0433
2012 10 23 05 00  90  8.3 999 99.0 9999
2012 10 23 05 10  87  8.1 999 99.0 9999
2012 10 23 05 20  91  8.1 999 99.0 9999
2012 10 23 05 30  94  8.0 999 99.0 9999
2012 10 23 05 40  89  7.3 999 99.0 9999
2012 10 23 05 50  87  7.5  90  9.6 0518
2012 10 23 06 00  95  7.6 999 99.0 9999
2012 10 23 06 10 108  7.9 999 99.0 9999
2012 10 23 06 20 107  7.8 999 99.0 9999
2012 10 23 06 30 103  8.2 999 99.0 9999
2012 10 23 06 40 109  8.0 999 99.0 9999
2012 10 23 06 50 105  6.8 102  9.9 0629
2012 10 23 07 00 103  6.8 999 99.0 9999
2012 10 23 07 10  92  8.0 999 99.0 9999
2012 10 23 07 20  93  7.8 999 99.0 9999
2012 10 23 07 30  92  7.8 999 99.0 9999
2012 10 23 07 40  92  7.6 999 99.0 9999
2012 10 23 07 50  95  7.7  99  9.6 0702
2012 10 23 08 00  94  7.9 999 99.0 9999
2012 10 23 08 10  95  7.3 999 99.0 9999
2012 10 23 08 20  91  7.2 999 99.0 9999
2012 10 23 08 30  93  7.4 999 99.0 9999
2012 10 23 08 40  88  7.8 999 99.0 9999
2012 10 23 08 50  91  8.0  88  9.4 0843
2012 10 23 09 00  94  7.4 999 99.0 9999
2012 10 23 09 10  94  6.5 999 99.0 9999
2012 10 23 09 20  94  6.4 999 99.0 9999
2012 10 23 09 30  93  6.3 999 99.0 9999
2012 10 23 09 40  94  7.8 999 99.0 9999
2012 10 23 09 50 112  7.3 103  9.4 0942
2012 10 23 10 00 102  6.2 999 99.0 9999
2012 10 23 10 10  93  5.5 999 99.0 9999
2012 10 23 10 20  97  6.3 999 99.0 9999
2012 10 23 10 30  88  8.8 999 99.0 9999
2012 10 23 10 40  91  7.9 999 99.0 9999
2012 10 23 10 50  98  8.3  91 10.5 1023
2012 10 23 11 00  98  8.1 999 99.0 9999
2012 10 23 11 10  98  7.8 999 99.0 9999
2012 10 23 11 20 101  6.7 999 99.0 9999
2012 10 23 11 30  99  7.0 999 99.0 9999
2012 10 23 11 40  97  7.2 999 99.0 9999
2012 10 23 11 50 100  7.1  93  9.4 1058
2012 10 23 12 00 104  7.2 999 99.0 9999
2012 10 23 12 10 105  7.4 999 99.0 9999
2012 10 23 12 20 109  7.2 999 99.0 9999
2012 10 23 12 30 108  7.2 999 99.0 9999
2012 10 23 12 40 112  7.4 999 99.0 9999
2012 10 23 12 50 107  7.4 117  9.0 1236
2012 10 23 13 00 108  7.6 999 99.0 9999
2012 10 23 13 10 110  7.7 999 99.0 9999
2012 10 23 13 20 107  6.9 999 99.0 9999
2012 10 23 13 30 112  7.4 999 99.0 9999
2012 10 23 13 40 107  7.8 999 99.0 9999
2012 10 23 13 50 104  7.6  97  9.3 1332
2012 10 23 14 00 108  7.1 999 99.0 9999
2012 10 23 14 10 107  6.9 999 99.0 9999
2012 10 23 14 20 106  6.8 999 99.0 9999
2012 10 23 14 30 111  7.0 999 99.0 9999
2012 10 23 14 40 109  6.4 999 99.0 9999
2012 10 23 14 50 109  7.1 117  8.4 1444
2012 10 23 15 00 105  7.0 999 99.0 9999
2012 10 23 15 10 100  7.3 999 99.0 9999
2012 10 23 15 20 103  7.3 999 99.0 9999
2012 10 23 15 30 103  7.1 999 99.0 9999
2012 10 23 15 40 104  6.9 999 99.0 9999
2012 10 23 15 50  99  7.4 100  8.7 1541
2012 10 23 16 00  95  7.7 999 99.0 9999
2012 10 23 16 10  92  9.3 999 99.0 9999
2012 10 23 16 20  89  9.2 999 99.0 9999
2012 10 23 16 30  92  9.2 999 99.0 9999
2012 10 23 16 40  86  9.1 999 99.0 9999
2012 10 23 16 50  82  8.0  96 11.2 1603
2012 10 23 17 00  86  7.1 999 99.0 9999
2012 10 23 17 10  90  7.3 999 99.0 9999
2012 10 23 17 20  93  6.9 999 99.0 9999
2012 10 23 17 30  97  6.1 999 99.0 9999
2012 10 23 17 40 105  6.0 999 99.0 9999
2012 10 23 17 50 102  7.0  84  8.6 1655
2012 10 23 18 00  94  8.5 999 99.0 9999
2012 10 23 18 10  89  6.6 999 99.0 9999
2012 10 23 18 20 107  7.9 999 99.0 9999
2012 10 23 18 30 106  7.9 999 99.0 9999
2012 10 23 18 40 103  8.1 999 99.0 9999
2012 10 23 18 50 103  8.0  94 11.1 1753
2012 10 23 19 00 105  7.6 999 99.0 9999
2012 10 23 19 10 107  7.6 999 99.0 9999
2012 10 23 19 20 123  8.5 999 99.0 9999
2012 10 23 19 30 121  7.5 999 99.0 9999
2012 10 23 19 40 111  8.7 999 99.0 9999
2012 10 23 19 50  85  9.0 107 11.3 1911
2012 10 23 20 00  82  7.0 999 99.0 9999
2012 10 23 20 10  97  6.8 999 99.0 9999
2012 10 23 20 20 103  7.5 999 99.0 9999
2012 10 23 20 30 105  7.6 999 99.0 9999
2012 10 23 20 40 104  7.4 999 99.0 9999
2012 10 23 20 50 108  7.5  82  9.5 1950
2012 10 23 21 00 111  6.9 999 99.0 9999
2012 10 23 21 10 109  7.1 999 99.0 9999
2012 10 23 21 20 108  6.9 999 99.0 9999
2012 10 23 21 30 113  6.8 999 99.0 9999
2012 10 23 21 40 111  7.6 999 99.0 9999
2012 10 23 21 50 110  7.7 113  9.0 2138
2012 10 23 22 00 108  7.3 999 99.0 9999
2012 10 23 22 10 109  6.9 999 99.0 9999
2012 10 23 22 20 107  7.1 999 99.0 9999
2012 10 23 22 30 107  7.0 999 99.0 9999
2012 10 23 22 40  99  7.3 999 99.0 9999
2012 10 23 22 50 105  9.1 111 12.3 2248
2012 10 23 23 00 106 10.2 999 99.0 9999
2012 10 23 23 10 102  9.9 999 99.0 9999
2012 10 23 23 20  97  8.0 999 99.0 9999
2012 10 23 23 30 102  6.4 999 99.0 9999
2012 10 23 23 40 102  6.8 999 99.0 9999
2012 10 23 23 50 102  5.9 108 12.1 2252
2012 10 24 00 00 100  5.7 999 99.0 9999
2012 10 24 00 10  99  5.6 999 99.0 9999
2012 10 24 00 20 105  6.7 999 99.0 9999
2012 10 24 00 30 111  6.1 999 99.0 9999
2012 10 24 00 40 112  5.8 999 99.0 9999
2012 10 24 00 50 113  6.3 104  8.0 0016
2012 10 24 01 00 115  6.5 999 99.0 9999
2012 10 24 01 10 112  6.3 999 99.0 9999
2012 10 24 01 20 119  6.2 999 99.0 9999
2012 10 24 01 30 119  6.5 999 99.0 9999
2012 10 24 01 40 113  6.3 999 99.0 9999
2012 10 24 01 50 111  6.2 108  8.3 0136
2012 10 24 02 00 111  6.1 999 99.0 9999
2012 10 24 02 10 117  5.8 999 99.0 9999
2012 10 24 02 20 112  6.0 999 99.0 9999
2012 10 24 02 30 110  5.4 999 99.0 9999
2012 10 24 02 40 119  5.2 999 99.0 9999
2012 10 24 02 50 123  5.3 109  7.8 0151
2012 10 24 03 00 122  6.1 999 99.0 9999
2012 10 24 03 10 113  6.3 999 99.0 9999
2012 10 24 03 20 101  6.3 999 99.0 9999
2012 10 24 03 30 107  6.3 999 99.0 9999
2012 10 24 03 40 110  6.1 999 99.0 9999
2012 10 24 03 50 113  6.4 118  8.1 0305
2012 10 24 04 00 118  6.5 999 99.0 9999
2012 10 24 04 10 110  6.5 999 99.0 9999
2012 10 24 04 20 112  6.3 999 99.0 9999
2012 10 24 04 30 120  6.3 999 99.0 9999
2012 10 24 04 40 118  6.3 999 99.0 9999
2012 10 24 04 50 122  6.7 120  8.0 0442
2012 10 24 05 00 119  6.5 999 99.0 9999
2012 10 24 05 10 119  6.7 999 99.0 9999
2012 10 24 05 20 122  6.4 999 99.0 9999
2012 10 24 05 30 118  6.4 999 99.0 9999
2012 10 24 05 40 118  6.0 999 99.0 9999
2012 10 24 05 50 120  6.6 120  8.0 0501
2012 10 24 06 00 124  6.4 999 99.0 9999
2012 10 24 06 10 127  6.0 999 99.0 9999
2012 10 24 06 20 120  5.7 999 99.0 9999
2012 10 24 06 30 118  5.7 999 99.0 9999
2012 10 24 06 40 120  5.4 999 99.0 9999
2012 10 24 06 50 116  6.3 122  7.8 0553
2012 10 24 07 00 117  6.2 999 99.0 9999
2012 10 24 07 10 118  6.4 999 99.0 9999
2012 10 24 07 20 119  7.1 999 99.0 9999
2012 10 24 07 30 122  6.6 999 99.0 9999
2012 10 24 07 40 117  6.5 999 99.0 9999
2012 10 24 07 50 120  6.2 119  8.4 0712
2012 10 24 08 00 122  6.2 999 99.0 9999
2012 10 24 08 10 125  5.8 999 99.0 9999
